Year,Month,Total,南投縣,台中市,台北市,台南市,台東縣,嘉義市,嘉義縣,基隆市,宜蘭縣,屏東縣,彰化縣,新北市,新竹市,新竹縣,桃園市,澎湖縣,花蓮縣,苗栗縣,連江縣,金門縣,雲林縣,高雄市
1982,1,66.39110201660866,1.9456964396626073,8.011352816974526,5.176073263917693,5.878978547641063,0.7315976444199257,0.9343670908660127,1.9418775936930228,1.027223563625338,1.4030769624359922,2.4768799773297023,4.069673357588808,8.354239234935886,1.113770081292196,1.989968520019203,6.912335968611319,0.1175891705852016,1.4322188099019235,2.3101172597390986,0.0,0.009210268216616246,2.5621532031361975,7.992702242016254
1982,2,59.10788983881537,1.7267975553402517,7.0492375334332085,4.775339428145423,5.359691098160411,0.7441178215009009,0.8497655176356935,1.6912770116515896,0.9305008933434847,1.2545772814498268,2.309996619744439,3.5136310049655206,7.296599237114541,0.9841425703977175,1.7658501612186055,5.9744830349265285,0.10537844352418785,1.2734225791543718,1.9769928670661012,0.0,0.012875050022334345,2.3268981919132754,7.1863159381069
1982,3,67.61128993053407,1.9348007638813225,8.209098371473697,5.481150589092299,6.023499351667545,0.7255457626122535,0.9477195244374694,1.8610842562322765,1.1012161538557397,1.4108425765904986,2.4522190457321686,4.019323322434535,8.627069998860078,1.126860074469892,2.0674808311952737,7.113423602859938,0.12058889755429918,1.3656477005813552,2.2681121844030336,0.0,0.013644735284359034,2.580834182904656,8.161128004411319
1982,4,65.52327229490626,1.9105218042877772,7.935676166299824,5.268717787832237,5.803610858370062,0.7260019297767529,0.9198615422964403,1.789628621579704,1.0709554546787385,1.3831979554344334,2.4080170344438643,3.8472384340523527,8.442362710310519,1.087852619342159,1.983385900197914,6.884500358846066,0.12385145770802101,1.3283078542222793,2.2089530042762626,0.0,0.013880594580287859,2.5076337261160613,7.879116480254443
1982,5,68.82404196521888,1.9405227063572479,8.329936135282319,5.726250123552441,6.0473895049766995,0.714917520588445,0.9728670898455589,1.8247466778932069,1.138126231198099,1.4466133383944662,2.5517171499995506,3.980272856344483,8.95069310159774,1.1805311240532568,2.092679381791928,7.2615715800783605,0.13060141295631114,1.3726334648237117,2.292840586961909,0.0,0.014416837066533057,2.605330090778345,8.249385050678203
1982,6,65.29172807635456,1.757299474868899,7.900041842100548,5.470898243540413,5.7267331856336545,0.7362630199561159,0.9011932691434712,1.7806217224391165,1.0861150871048448,1.3884808666551478,2.384673141414539,3.8248889200402125,8.508972734957318,1.142632420391859,1.9853543074263833,6.907284933814352,0.13167486878655485,1.3460247914606684,2.1622329136163834,0.0,0.013942548944707141,2.4529871245225063,7.6834126595368
1982,7,69.07605840131586,1.8910724980591824,8.407241232758297,5.751568653835647,5.904909057379805,0.8019921470354775,0.9351493046732269,1.8032996907388508,1.1377924286145324,1.573001730368569,2.4390796419373206,4.0790750565483505,9.0756673887527,1.2035481173907396,2.1167408724460954,7.451715596621097,0.14082378031068835,1.4579807019643476,2.3215725992175136,0.0,0.014100731883555047,2.5645291228142493,8.005198047965559
1982,8,66.88744754960959,1.8363193044074893,8.147029360146716,5.603619283663412,5.762924488309666,0.7335033443350816,0.8981607959553103,1.698902306218948,1.1106553973596385,1.4624421531725513,2.4214475372898048,3.876462818674267,8.840089730994425,1.1942280515424046,2.0244150325068553,7.191702222956824,0.14024566978406927,1.377169818034669,2.214073474066875,0.0,0.015075182026473859,2.438415026760433,7.900566551403618
1982,9,66.30160707655807,1.825519900249623,8.196808569258364,5.533809461668643,5.84262755614621,0.6696045247133513,0.8928919805291197,1.7042362381876903,1.078627783882744,1.3967861819199836,2.418884856453084,3.883328204463642,8.608847556464534,1.1948444477420992,1.98851302825609,7.087891189797736,0.12509944374550494,1.2905219091254587,2.1977103334684993,0.0,0.01864753974624712,2.376949144620527,7.969457226118857
1982,10,69.57388472471807,1.960261278213548,8.565074105084953,5.740000605238684,6.197229162112849,0.6926560852691577,0.9581569458648158,1.8573091527576027,1.1170529085115843,1.392687533689088,2.5180928693715745,4.130430707427697,9.075715924719457,1.2419510648980252,2.0762812048190367,7.411526579687719,0.1230579190390384,1.2901463569598843,2.281454356681329,0.0,0.017325501525024097,2.597874101653397,8.329600361193545
1982,11,67.54708953970623,1.946726665224847,8.274160004832938,5.448600005490696,5.942371688947481,0.7363528290662654,0.9183702713681485,1.8819922407700094,1.0652698323575442,1.358929704996261,2.4705087698610106,4.019795355391477,8.68874591137571,1.1927897013721345,2.053882247937273,7.1972611648423594,0.11481366386521867,1.356287390941525,2.280471234360389,0.0,0.017480908027264656,2.5548496395451528,8.027430309132457
1982,12,71.3403093565811,2.037254166780514,8.754849755738178,5.812651946348949,6.339491542337295,0.777988151122698,0.9621660317509515,1.9236910319431269,1.1279065669335557,1.488996664038993,2.617912868356966,4.25477066822819,9.062053020851447,1.2856188708299625,2.1620669095567617,7.510713152851316,0.1220223693805705,1.4428934216549765,2.404789700548885,0.0,0.023016024140162832,2.6973781596496536,8.532078333537884
1983,1,68.47126423330624,2.006655395187361,8.262479549138648,5.337526827139045,6.062824493233822,0.7544038759039137,0.9637733381472045,2.0029297910475683,1.059141124813165,1.4469520942806315,2.554865373480286,4.1974845551000035,8.61618202761739,1.1484278997831625,2.0522540504162814,7.128772308108183,0.12130461182653673,1.477254497253784,2.3828330634781296,0.0,0.009524711377457862,2.6422150208001103,8.24345962517349
